Time,secs	AreaA,cm2	AreaA,A	Unused    	Unused    	PiA,mN/m	Unused    	Unused    	Unused    	Unused    	Unused
17.610000	256.003267	11.052030	-595.823653	-595.823653	1.561817	45.475000	0.000000		158.436431	NaN
18.110000	255.883092	11.046842	-595.823653	-595.823653	1.547704	45.475000	0.000000		158.436431	NaN
18.610000	255.883092	11.046842	-595.823653	-595.823653	1.5430000000000001	45.475000	0.000000		158.436431	NaN
19.110000	255.702830	11.039059	-595.823653	-595.823653	1.5665209999999998	45.475000	0.000000		158.445311	NaN
19.610000	255.702830	11.039059	-595.823653	-595.823653	1.561817	45.475000	0.000000		158.454191	NaN
20.110000	255.702830	11.039059	-595.823653	-595.823653	1.5806339999999999	45.475000	0.000000		158.445311	NaN
20.610000	255.642742	11.036465	-595.823653	-595.823653	1.5665209999999998	45.475000	0.000000		158.463071	NaN
21.110000	255.702830	11.039059	-595.823653	-595.823653	1.604155	45.475000	0.000000		158.471951	NaN
21.610000	255.522567	11.031277	-595.823653	-595.823653	1.5994510000000002	45.475000	0.000000		158.480832	NaN
22.110000	255.342305	11.023495	-595.823653	-595.823653	1.5806339999999999	45.475000	0.000000		158.480832	NaN
22.610000	255.342305	11.023495	-595.823653	-595.823653	1.6135640000000002	45.475000	0.000000		158.480832	NaN
23.110000	255.342305	11.023495	-595.823653	-595.823653	1.5853380000000001	45.475000	0.000000		158.489712	NaN
23.610000	255.342305	11.023495	-595.823653	-595.823653	1.590042	45.475000	0.000000		158.489712	NaN
24.110000	255.222130	11.018307	-595.823653	-595.823653	1.6276769999999998	45.475000	0.000000		158.498592	NaN
24.610000	255.222130	11.018307	-595.823653	-595.823653	1.6229719999999999	45.475000	0.000000		158.498592	NaN
25.110000	254.981780	11.007931	-595.823653	-595.823653	1.5994510000000002	45.475000	0.000000		158.507472	NaN
25.610000	254.981780	11.007931	-595.823653	-595.823653	1.637085	45.475000	0.000000		158.516353	NaN
26.110000	254.981780	11.007931	-595.823653	-595.823653	1.6229719999999999	45.475000	0.000000		158.525233	NaN
26.610000	255.041867	11.010525	-595.823653	-595.823653	1.651198	45.475000	0.000000		158.525233	NaN
27.110000	254.981780	11.007931	-595.823653	-595.823653	1.6229719999999999	45.475000	0.000000		158.534113	NaN
27.610000	254.921692	11.005337	-595.823653	-595.823653	1.637085	45.475000	0.000000		158.542993	NaN
28.110000	254.861605	11.002743	-595.823653	-595.823653	1.637085	45.475000	0.000000		158.542993	NaN
28.610000	254.741430	10.997554	-595.823653	-595.823653	1.651198	45.475000	0.000000		158.551874	NaN
29.110000	254.681342	10.994960	-595.823653	-595.823653	1.660606	45.475000	0.000000		158.551874	NaN
29.610000	254.741430	10.997554	-595.823653	-595.823653	1.674719	45.475000	0.000000		158.560754	NaN
30.110000	254.741430	10.997554	-595.823653	-595.823653	1.660606	45.475000	0.000000		158.560754	NaN
30.610000	254.741430	10.997554	-595.823653	-595.823653	1.651198	45.475000	0.000000		158.569634	NaN
31.110000	254.681342	10.994960	-595.823653	-595.823653	1.674719	45.475000	0.000000		158.578514	NaN
31.610000	254.561167	10.989772	-595.823653	-595.823653	1.688832	45.475000	0.000000		158.587394	NaN
32.110000	254.380905	10.981990	-595.823653	-595.823653	1.679424	45.475000	0.000000		158.587394	NaN
32.610000	254.380905	10.981990	-595.823653	-595.823653	1.665311	45.475000	0.000000		158.596275	NaN
33.110000	254.380905	10.981990	-595.823653	-595.823653	1.679424	45.475000	0.000000		158.587394	NaN
33.610000	254.380905	10.981990	-595.823653	-595.823653	1.679424	45.475000	0.000000		158.605155	NaN
34.110000	254.260730	10.976802	-595.823653	-595.823653	1.688832	45.475000	0.000000		158.614035	NaN
34.610000	254.080467	10.969020	-595.823653	-595.823653	1.693536	45.475000	0.000000		158.614035	NaN
35.110000	254.080467	10.969020	-595.823653	-595.823653	1.7264659999999998	45.475000	0.000000		158.622915	NaN
35.610000	254.080467	10.969020	-595.823653	-595.823653	1.73117	45.475000	0.000000		158.631796	NaN
