Time,secs	AreaA,cm²	AreaA,A²	Unused    	Unused    	PiA,mN/m	Unused    	Unused    	Unused    	Unused    	Unused    
86.090000	39.061390	1.686336	1278.097802	1278.097802	0.269182	-62.413875	0.000000		84.908165	Inf
86.590000	39.147255	1.690043	1278.173762	1278.173762	0.247474	-62.388378	0.000000		84.934806	Inf
87.090000	39.233119	1.693750	1278.173762	1278.173762	0.468898	-62.384128	0.000000		84.970327	Inf
87.590000	39.404848	1.701164	1278.173762	1278.173762	0.603489	-62.375629	0.000000		84.988088	Inf
88.090000	39.447780	1.703018	1278.097802	1278.097802	1.228686	-62.371379	0.000000		85.041369	Inf
88.590000	39.576577	1.708578	1278.097802	1278.097802	0.651247	-62.388378	0.000000		85.059129	Inf
89.090000	39.619509	1.710431	1277.945883	1277.945883	0.421140	-62.396877	0.000000		85.094650	Inf
89.590000	39.791238	1.717845	1278.021843	1278.021843	0.351674	-62.396877	0.000000		85.112411	Inf
90.090000	39.962967	1.725259	1278.249721	1278.249721	0.351674	-62.371379	0.000000		85.156812	Inf
90.590000	40.005900	1.727112	1278.097802	1278.097802	0.520998	-62.384128	0.000000		85.192333	Inf
91.090000	40.048832	1.728966	1278.021843	1278.021843	0.529681	-62.375629	0.000000		85.218973	Inf
91.590000	40.263493	1.738233	1278.097802	1278.097802	0.685980	-62.388378	0.000000		85.254494	Inf
92.090000	40.349357	1.741940	1278.021843	1278.021843	0.577439	-62.371379	0.000000		85.263374	Inf
92.590000	40.435222	1.745647	1278.249721	1278.249721	0.651247	-62.371379	0.000000		85.307776	Inf
93.090000	40.606951	1.753061	1278.325681	1278.325681	1.311178	-62.375629	0.000000		85.343297	Inf
93.590000	40.606951	1.753061	1278.173762	1278.173762	1.363278	-62.375629	0.000000		85.369937	Inf
94.090000	40.735748	1.758621	1278.249721	1278.249721	1.250395	-62.375629	0.000000		85.378817	Inf
94.590000	40.821612	1.762328	1277.945883	1277.945883	1.050679	-62.396877	0.000000		85.414338	Inf
95.090000	40.950409	1.767888	1278.021843	1278.021843	1.081070	-62.375629	0.000000		85.440979	Inf
95.590000	40.993341	1.769742	1278.249721	1278.249721	1.115804	-62.371379	0.000000		85.476500	Inf
96.090000	41.122138	1.775302	1278.097802	1278.097802	1.028971	-62.388378	0.000000		85.520901	Inf
96.590000	41.208002	1.779009	1277.945883	1277.945883	0.759788	-62.396877	0.000000		85.529781	Inf
97.090000	41.336799	1.784569	1278.249721	1278.249721	0.985554	-62.396877	0.000000		85.574182	Inf
97.590000	41.465596	1.790129	1278.021843	1278.021843	1.237370	-62.430874	0.000000		85.591943	Inf
98.090000	41.465596	1.790129	1278.249721	1278.249721	0.994237	-62.392627	0.000000		85.627464	Inf
98.590000	41.637325	1.797543	1278.249721	1278.249721	0.672955	-62.409626	0.000000		85.654104	Inf
99.090000	41.766121	1.803104	1278.173762	1278.173762	0.473240	-62.430874	0.000000		85.698506	Inf
